,level_0,index,text,Corrective,Adaptive,Perfective
1313,1313,1967,    add ability to specify a question mark annotation on a 'class' constraint. (#29407) ,0,1,0
1314,1314,1882,    fix broken side-by-side diff view on merge request page          closes #1294 ,1,0,0
1315,1315,941,    qed*: utilize firmware 8.15.3.0          this patch advances the qed* drivers into using the newer firmware -     this solves several firmware bugs  mostly related [but not limited to]     various init/deinit issues in various offloaded protocols.          it also introduces a major 4-cached sge change in firmware  which can be     seen in the storage drivers' changes.         ,1,0,1
1316,1316,1474,    rtlwifi: add check for get_btc_status callback          drivers that do not use the get_btc_status() callback may not define a     dummy routine. the caller needs to check before making the call.          signed-off-by: larry finger <larry.finger@lwfinger.net>     cc: murilo opsfelder araujo <mopsfelder@gmail.com>     cc: mike galbraith <umgwanakikbuti@gmail.com>     cc: thadeu,0,1,0
1317,1317,312,"    detach sched.h from mm.h          first thing mm.h does is including sched.h solely for can_do_mlock() inline     function which has ""current"" dereference inside. by dealing with can_do_mlock()     mm.h can be detached from sched.h which is good. see below  why.          this patch     a) removes unconditional inclusion of sched.h from mm.h     b) makes can_do_mlock() normal fu",0,0,1
1318,1318,1455,    drm/amd/amdgpu: tidy up gfx_v9_0_enable_gfx_dynamic_mg_power_gating()          signed-off-by: tom st denis <tom.stdenis@amd.com>     reviewed-by: alex deucher <alexander.deucher@amd.com>     signed-off-by: alex deucher <alexander.deucher@amd.com> ,0,0,1
1319,1319,1214,    x86/fpu: use validate_xstate_header() to validate the xstate_header in xstateregs_set()          tighten the checks in xstateregs_set().          signed-off-by: eric biggers <ebiggers@google.com>     cc: andrew morton <akpm@linux-foundation.org>     cc: andy lutomirski <luto@amacapital.net>     cc: andy lutomirski <luto@kernel.org>     cc: borislav petkov <bp@alien8.de>     cc:,0,0,1
1320,1320,1812,    src: replace fromjust() with check() when possible          fromjust() is often used not for its return value  but for its     side-effects. in these cases  check() exists  and is more clear as to     the intent. from its comment:            to be used  where the actual value of the maybe is not needed  like       object::set.          see: https://github.com/nodejs/node/pull/2,0,0,1
1321,1321,262,"    i386: improve and correct inline asm memory constraints          use ""+m"" rather than a combination of ""=m"" and ""m"" for improved clarity     and consistency.          this also fixes some inlines that incorrectly didn't tell the compiler     that they read the old value at all  potentially causing the compiler to     generate bogus code.  it appear that all of those potential b",1,0,1
1322,1322,460,    reiserfs: run scripts/lindent on reiserfs code          this was a pure indentation change  using:                  scripts/lindent fs/reiserfs/*.c include/linux/reiserfs_*.h          to make reiserfs match the regular linux indentation style.  as jeff     mahoney <jeffm@suse.com> writes:           the reiserfs code is a mix of a number of different coding styles  sometimes    ,0,1,0
1323,1323,46,    staging: gasket: add spdx identifiers to all files.          it's good to have spdx identifiers in all files to make it easier to     audit the kernel tree for correct licenses.          fix up the all of the staging gasket files to have a proper spdx     identifier  based on the license text in the file itself.  the spdx     identifier is a legally binding shorthand  which can,1,1,0
1324,1324,1948,    [foundation] measurement: fix hashing ,1,0,0
1325,1325,219,    fixed bug 697 ,1,0,0
1326,1326,223,    [scsi] qla4xxx: fix un-necessary delay on invalid ddb          fix the un-necessary wait for completion of a sendtarget on an     invalid ddb entry. the state of an invalid ddb entry is 0 (unassigned)          this will also avoid the delays during system boot.          signed-off-by: lalit chandivade <lalit.chandivade@qlogic.com>     signed-off-by: vikas chaudhary <vikas.chaud,1,0,1
1327,1327,189,    [transforms] merge master 08/09 (#10263)          * improve error message          * remove `supportedexpressionwithtypearguments` type; just check that the expression of each `expressionwithtypearguments` is an `entitynameexpression`.          * fix bug          * fix #10083 - allowsyntheticdefaultimports alters getexternalmodulemember (#10096)          * use recursion  and fi,1,0,1
1328,1328,1352,"    arm/pci: convert to pci_scan_root_bus() for correct root bus resources          convert from pci_scan_bus() to pci_scan_root_bus() and remove root bus     resource fixups.  this fixes the problem of ""early"" and ""header"" quirks     seeing incorrect root bus resources.          cc: russell king <linux@arm.linux.org.uk>     signed-off-by: bjorn helgaas <bhelgaas@google.com>     si",1,0,0
1329,1329,1079,    src: remove container_of  use container_of          container_of was introduced a while ago but was not used consistently     everywhere yet.  this commit fixes that.          why container_of instead of container_of?  the former makes it crystal     clear that it's a macro  not a function. ,1,0,0
1330,1330,246,    rcu/update: convert to spdx license identifier          replace the license boiler plate with a spdx license identifier.     while in the area  update an email address.          signed-off-by: paul e. mckenney <paulmck@linux.ibm.com>     reviewed-by: thomas gleixner <tglx@linutronix.de> ,0,0,1
1331,1331,1354,"    treewide: rename rcu_dereference_raw_notrace() to _check()          the rcu_dereference_raw_notrace() api name is confusing.  it is equivalent     to rcu_dereference_raw() except that it also does sparse pointer checking.          there are only a few users of rcu_dereference_raw_notrace(). this patches     renames all of them to be rcu_dereference_raw_check() with the ""_check(",0,0,1
1332,1332,723,    fsmonitor: update git_test_fsmonitor support          rename git_fsmonitor_test to git_test_fsmonitor for consistency with the     other git_test_ special setups and properly document its use.          add logic in t/test-lib.sh to give a warning when the old variable is set to     let people know they need to update their environment to use the new     variable.          remov,0,1,1
1333,1333,944,    jbd2: fix bh_jwrite setting in checkpointing code          bh_jwrite bit should be set when buffer is written to the journal. so     checkpointing shouldn't set this bit when writing out buffer. this didn't     cause any observable bug since bh_jwrite bit is used only for debugging     purposes but it's good to have this consistent.          signed-off-by: jan kara <jack@suse.c,1,0,1
1334,1334,1417,    bluetooth: remove redundant read_host_features commands          previously the write_le_enable would trigger a read_host_features     command but since we have access to the value le support was set to we     can simply just clear or set the bit in hdev->host_features. this also     removes a second unnecessary read_host_features command from the device     initialization proc,0,0,1
1335,1335,1502,    pkg/ioutils: remove unused functions          signed-off-by: stephen j day <stephen.day@docker.com> ,0,0,1
1336,1336,1199,    [master] fix 15179 missing comment in switch case clause (#16033)          * fix emit comments after switch case clause          * update baselines          * add new tests and baselines ,0,1,1
1337,1337,401,    gma500: opregion and acpi          add the opregion support and bring us in line with the opregion functionality in the     reference driver code. we can't share this with i915 currently because there are     hardcoded assumptions about dev_priv etc in both versions.          [airlied: include opregion.h fix]          signed-off-by: alan cox <alan@linux.intel.com>     signed-of,1,0,1
1338,1338,620,    b43: only select allowed tx and rx antennas          this fixes antenna selection in b43. it adds a sanity check     for the antenna numbers we get from mac80211.          this patch depends on     ssb: fix extraction of values from sprom          signed-off-by: michael buesch <mb@bu3sch.de>     signed-off-by: john w. linville <linville@tuxdriver.com> ,1,0,0
